index,target_catboost,target_lgbm,target_xgb,catboost_div_catboost,catboost_dif_catboost,catboost_div_lgbm,catboost_dif_lgbm,catboost_div_xgb,catboost_dif_xgb,lgbm_div_catboost,lgbm_dif_catboost,lgbm_div_lgbm,lgbm_dif_lgbm,lgbm_div_xgb,lgbm_dif_xgb,xgb_div_catboost,xgb_dif_catboost,xgb_div_lgbm,xgb_dif_lgbm,xgb_div_xgb,xgb_dif_xgb
0,65.9279223230061,49.62292981046857,55.741352,1.0,0.0,1.328577788026893,16.30499251253753,1.1827470981149883,10.186570323006102,0.752684569177637,-16.30499251253753,1.0,0.0,0.8902354899907805,-6.1184221895314295,0.8454892864195204,-10.186570323006102,1.1232982859516827,6.1184221895314295,1.0,0.0
1,44.24811628436403,43.24420508920388,42.661655,1.0,0.0,1.0232149300256368,1.0039111951601498,1.037187054378552,1.5864612843640273,0.9773117755181162,-1.0039111951601498,1.0,0.0,1.0136551216591076,0.5825500892038775,0.9641462412960473,-1.5864612843640273,0.9865288288222157,-0.5825500892038775,1.0,0.0
2,43.807965895665205,45.389292695636485,42.21747,1.0,0.0,0.9651607966095647,-1.5813267999712792,1.0376738799285037,1.5904958956652067,1.036096786683441,1.5813267999712792,1.0,0.0,1.0751305726192613,3.171822695636486,0.9636939112979316,-1.5904958956652067,0.9301195831160989,-3.171822695636486,1.0,0.0
3,45.661121411457465,44.76905109189758,40.969734,1.0,0.0,1.0199260493086781,0.8920703195598847,1.114508612905748,4.6913874114574625,0.9804632411122508,-0.8920703195598847,1.0,0.0,1.0927347268570886,3.799317091897578,0.8972564127546749,-4.6913874114574625,0.9151351882777523,-3.799317091897578,1.0,0.0
4,43.65303577206089,40.462658182060245,38.24304,1.0,0.0,1.0788474542538866,3.1903775900006437,1.141463538778844,5.409995772060888,0.9269151037591166,-3.1903775900006437,1.0,0.0,1.0580397944844406,2.2196181820602447,0.8760682807878524,-5.409995772060888,0.9451440344805535,-2.2196181820602447,1.0,0.0
5,43.6667696594045,42.69626657614829,41.089706,1.0,0.0,1.0227303968492265,0.9705030832562116,1.0627179873081716,2.5770636594045015,0.9777747909720362,-0.9705030832562116,1.0,0.0,1.0390988579024705,1.60656057614829,0.9409834141727157,-2.5770636594045015,0.9623723406054014,-1.60656057614829,1.0,0.0
6,45.31060483482135,49.28079793551063,54.532543,1.0,0.0,0.9194373210863039,-3.970193100689279,0.830891103589674,-9.22193816517865,1.087621719356043,3.970193100689279,1.0,0.0,0.9036952106838412,-5.25174506448937,1.2035271477570646,9.22193816517865,1.1065677765883957,5.25174506448937,1.0,0.0
7,49.52452276956572,49.42406748077348,48.665817,1.0,0.0,1.002032517635893,0.10045528879224008,1.017644947162106,0.8587057695657236,0.9979716051124884,-0.10045528879224008,1.0,0.0,1.0155807613539805,0.7582504807734836,0.9826609986014156,-0.8587057695657236,0.9846582744111773,-0.7582504807734836,1.0,0.0
8,44.08051273787542,43.93378526541044,41.078255,1.0,0.0,1.0033397411941305,0.14672747246497408,1.073086301691136,3.002257737875418,0.9966713755500648,-0.14672747246497408,1.0,0.0,1.0695144003904364,2.8555302654104437,0.9318914969131976,-3.002257737875418,0.9350037733338986,-2.8555302654104437,1.0,0.0
9,43.68053390530213,42.17643350172658,40.035816,1.0,0.0,1.0356621050832564,1.5041004035755492,1.091036433609899,3.64471790530213,0.9655658878429374,-1.5041004035755492,1.0,0.0,1.053467562687534,2.140617501726581,0.9165596759141326,-3.64471790530213,0.9492461233916578,-2.140617501726581,1.0,0.0
10,44.66479646019454,44.37717555666427,47.70656,1.0,0.0,1.0064812800707204,0.2876209035302679,0.936240140982593,-3.0417635398054657,0.993560456414783,-0.2876209035302679,1.0,0.0,0.9302111817885059,-3.3293844433357336,1.0681020351792334,3.0417635398054657,1.0750247036133365,3.3293844433357336,1.0,0.0
11,45.01232896707205,48.95280008696352,45.843426,1.0,0.0,0.9195046838405297,-3.9404711198914697,0.9818709659062578,-0.8310970329279499,1.0875420403768499,3.9404711198914697,1.0,0.0,1.06782595364848,3.10937408696352,1.018463764306351,0.8310970329279499,0.936482201601547,-3.10937408696352,1.0,0.0
12,44.0349716190428,43.02387668509497,41.98309,1.0,0.0,1.0235007863505268,1.011094933947831,1.0488740018670089,2.0518816190428026,0.977038819447982,-1.011094933947831,1.0,0.0,1.0247906165338228,1.0407866850949716,0.9534033622913596,-2.0518816190428026,0.9758090910144427,-1.0407866850949716,1.0,0.0
13,44.98847531756622,40.08627854929315,42.536514,1.0,0.0,1.1222911416495038,4.902196768273072,1.0576436827325866,2.451961317566223,0.89103438750326,-4.902196768273072,1.0,0.0,0.9423968910403224,-2.450235450706849,0.9454980125408067,-2.451961317566223,1.0611240439217586,2.450235450706849,1.0,0.0
14,43.73078002701888,45.49596903771118,41.842117,1.0,0.0,0.9612011998419212,-1.7651890106922963,1.0451378458460616,1.888663027018879,1.040364910244036,1.7651890106922963,1.0,0.0,1.087324741186283,3.653852037711175,0.9568115861219036,-1.888663027018879,0.9196884446030256,-3.653852037711175,1.0,0.0
15,44.27107869773728,40.86398727240922,35.152676,1.0,0.0,1.083376382304927,3.407091425328062,1.259394269094543,9.118402697737281,0.9230402437539386,-3.407091425328062,1.0,0.0,1.1624715931273402,5.711311272409219,0.7940325159006499,-9.118402697737281,0.8602360745089255,-5.711311272409219,1.0,0.0
16,44.5362649227996,44.4405467152905,46.137817,1.0,0.0,1.002153848559117,0.0957182075091012,0.9652876494525002,-1.6015520772003953,0.9978507805341328,-0.0957182075091012,1.0,0.0,0.9632130344461357,-1.6972702847094965,1.035960628489537,1.6015520772003953,1.038191930796511,1.6972702847094965,1.0,0.0
17,44.449588066835005,46.22261864170601,45.767986,1.0,0.0,0.9616414944247398,-1.773030574871008,0.9711938835769397,-1.318397933164995,1.039888571570226,1.773030574871008,1.0,0.0,1.009933420310564,0.4546326417060129,1.0296605208395324,1.318397933164995,0.990164282010284,-0.4546326417060129,1.0,0.0
18,43.42527045862246,43.37731154379264,41.06786,1.0,0.0,1.0011056221126429,0.04795891482981318,1.0574028074173443,2.3574104586224536,0.998895598937593,-0.04795891482981318,1.0,0.0,1.0562350106334404,2.3094515437926404,0.9457133960542928,-2.3574104586224536,0.946758997697193,-2.3094515437926404,1.0,0.0
19,44.320076386909605,45.38609945692148,42.545273,1.0,0.0,0.9765121241356355,-1.0660230700118731,1.0417156422268017,1.7748033869096034,1.024052825647357,1.0660230700118731,1.0,0.0,1.0667718469434073,2.8408264569214765,0.9599548662458125,-1.7748033869096034,0.9374075655120382,-2.8408264569214765,1.0,0.0
20,65.60100202826784,68.00813328551672,66.59209,1.0,0.0,0.9646052443882986,-2.407131257248878,0.9851170315914074,-0.9910879717321563,1.036693513556571,2.407131257248878,1.0,0.0,1.0212644367449155,1.4160432855167215,1.015107817580364,0.9910879717321563,0.9791783244575795,-1.4160432855167215,1.0,0.0
21,43.78846381053973,43.16250235925295,41.18247,1.0,0.0,1.0145024365380102,0.6259614512867842,1.0632792013334733,2.6059938105397293,0.9857048775678648,-0.6259614512867842,1.0,0.0,1.0480794949708685,1.9800323592529452,0.9404867496193717,-2.6059938105397293,0.9541260990205662,-1.9800323592529452,1.0,0.0
22,48.92124238566059,45.27313885921118,47.917946,1.0,0.0,1.080579867408667,3.648103526449411,1.0209378003318546,1.0032963856605903,0.9254290498656936,-3.648103526449411,1.0,0.0,0.9448054985330794,-2.6448071407888207,0.9794916004431917,-1.0032963856605903,1.0584189037348073,2.6448071407888207,1.0,0.0
